guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
f0a5575c-0087-3e91-a868-b27aafcbe142;AAPL;Apple This Week Will Reopen 70 Stores Around U.S.;Apple this week will reopen 70 stores, including 10 in New York City. At that point, 220 of its 271 U.S. stores will be open.;Tue, 16 Jun 2020 18:25:00 +0000;AAPL_2020-06-16;0.0;0.0
ebb7f143-c76c-3155-a8b4-caa2ccd89bf3;AAPL;Think it’s too late to buy big tech stocks? Here’s an overlooked comeback play with a 5% dividend;IBM will provide you with a large income stream as it makes moves to return to growth under a new CEO.;Tue, 16 Jun 2020 18:16:00 +0000;AAPL_2020-06-16;0.3818;0.3182
44fb53e0-7b28-3afb-a01a-a4333dd7a9d2;AAPL;Apple Stock Can Hit $400. Here Are 5 Reasons Why.;Citigroup analyst Jim Suva looks ahead to the 5G iPhone launch as he raises his price target on the stock.;Tue, 16 Jun 2020 17:51:00 +0000;AAPL_2020-06-16;0.0;0.0
22987a33-5def-3e23-b2d1-c674a380e5ae;AAPL;Samsung's Low-Cost 5G Smartphone Lands in U.S. Stores This Week;"In a direct assault on Apple's (NASDAQ: AAPL) low-cost iPhone SE2, Samsung Electronics announced the Galaxy A71 5G smartphone will begin shipping later this week.  Later in the summer, it will be available through AT&T, Verizon Wireless, and other carriers.  ""5G represents a new generation of connectivity that unleashes entirely new mobile experiences, including the ability to transfer data more efficiently, stronger network reliability, and faster downloads,"" wrote Samsung in the press release.";Tue, 16 Jun 2020 17:17:00 +0000;AAPL_2020-06-16;0.5222;0.0
adbcbe79-3acb-3bd3-9418-6cff7d82172c;AAPL;Will tech stocks sustain their rally?;The European Union antitrust authorities launched two formal probes against Apple for allegedly violating competition laws. D.A. Davidson Senior Research Analyst Tom Forte joins Yahoo Finance’s On The Move panel to assess the outlook for tech companies.;Tue, 16 Jun 2020 17:06:16 +0000;AAPL_2020-06-16;-0.4588;0.0
e26b7a08-8c85-3d66-8a0e-70162883ec57;AAPL;AMD's New Radeon Pro GPUs to Boost MacBook Pro Performance;AMD's new Pro 5600M Mobile GPU, customized for 16-inch MacBook Pro laptops, comes with robust features designed to support a diverse range of complex workloads.;Tue, 16 Jun 2020 16:46:04 +0000;AAPL_2020-06-16;0.6249;0.4019
5bcf6afd-fc77-3646-a0be-a2bd869f66ed;AAPL;Apple Deserves the EU Antitrust Scrutiny It's Getting;(Bloomberg Opinion) -- And it begins. Apple Inc. now officially faces a double threat on the regulatory front.On Tuesday, the European Union announced it has opened two formal antitrust investigations into the tech giant to see if the company has broken competition laws with its App Store and Apple Pay services. Specifically, the regulators plan to investigate Apple’s rules surrounding its in-app purchase system, where its charge developers a 30% cut for digital content or services sold on its platform (the 30% fee is lowered to 15% after the first year for subscriptions), along with the company’s restrictions on developers from informing users of alternative purchasing avenues inside their iOS apps. The EU will also look into how Apple Pay is the only payment solution allowed to use Apple mobile devices’ “tap and go” payment functionality inside physical stores.Of the two, the potential regulation of the App Store is the bigger deal. For years, the digital store’s excessive fee structure has been a main point of contention for app developers. Epic Games Inc. CEO Tim Sweeney has repeatedly said the commission rate was too high given the actual middle-man services Apple provides. Further, in 2019 music-streaming company Spotify Technology SA filed a complaint with the EU, citing Apple’s fees and restrictive rules, which the regulator has now cited as an impetus for the formal investigation. The detractors have a point — the Apple App Store has attained excessive power in the marketplace. Companies have no choice but to accept Apple’s terms to get access to the more than 1.5 billion iOS devices in active use and the 500 million people who use the App Store on a weekly basis. Antitrust laws were designed to ensure vigorous competition and protect consumers from harmful anti-competitive business practices. And the Apple App Store’s onerous practices fit that bill.Apple has long argued the App Store has spurred a wave of innovation over the last decade and allowed startups to scale their customer bases rapidly with its “safe, secure” platform. But the company’s user base has grown so large and is too dominant in the market. Outside of Google’s Android there is little to no competition in the smartphone space to reach such a large audience. Apple also has hurt its standing by relaxing its App Store rules for certain large companies. In April, Bloomberg News reported that the company allowed a handful “premium subscription video” providers — including Amazon.com Inc., Vivendi SA, and Altice USA Inc.’s Altice One — the ability to charge consumers directly using their own payment systems without paying a commission to Apple.Unfortunately, not all companies have the negotiation leverage of Amazon. Regulators should stand up for the smaller companies that frankly need the fee break more.  Moreover, the EU should at least mandate Apple to allow developers to inform users they can purchase content outside the app.At the end of the day, a lower App Store commission rate wouldn’t be the end of the world for Apple. For all the talk about the company’s strategic shift to services, the segment, of which the App Store is only a part, accounted for just 18% of its sales in its most recent fiscal year. But a 50% reduction, for example, would be a tremendous boon for smaller companies — spurring more innovation and lower prices for consumers. That’s an end result regulators should fight for.This column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.Tae Kim is a Bloomberg Opinion columnist covering technology. He previously covered technology for Barron's, following an earlier career as an equity analyst.For more articles like this, please visit us at bloomberg.com/opinionSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.;Tue, 16 Jun 2020 16:42:28 +0000;AAPL_2020-06-16;0.9788;0.0
d8467128-816a-3e3e-8fd0-d847c24bcb55;AAPL;Daily Crunch: European regulators examine Apple App Store;Apple's  App Store faces antitrust scrutiny, a private space company plans to install a satellite for lunar communication and Boston Dynamics expands availability of its iconic Spot robot.  The European Commission confirmed that it’s formally looking into whether Apple’s rules for app developers in the App Store violate EU competition rules.;Tue, 16 Jun 2020 16:29:39 +0000;AAPL_2020-06-16;-0.1779;0.0
3413d637-6b5b-3c5e-be8d-b8452f2b93f0;AAPL;Apple Probes Show Vestager Is Seeking to Smash Big Tech’s Rules;(Bloomberg) -- Apple Inc. faces a set of probes from Margrethe Vestager that show the European Union’s powerful antitrust chief is trying to rewrite big tech’s rulebooks.Apple’s “gatekeeper” position for apps and payments makes it the latest target for the Dane, who is also planning to escalate a probe into Amazon.com Inc.’s role in online retail. Regulators “need to ensure that Apple’s rules do not distort competition” where it competes with rival apps for music streaming or books.When the 52-year-old Vestager received an unprecedented second-term as the EU’s antitrust enforcer last year, she was determined to avoid lengthy probes that levied fines but failed to crack the power of online giants. Google has largely shrugged off some $9 billion in fines and antitrust orders that tried to stoke more competition for search services.Aitor Ortiz, an analyst at Bloomberg Intelligence, said that the massive penalties in the Google case weren’t successful.“This is not about the fines,” Ortiz said. “We saw it with Google, the fines don’t really have a deterrent effect.”The EU will review whether Apple’s app store violates competition law by forcing software makers to use its own in-app payment system that typically takes a 30% cut of subscription fees. It will check if Apple unfairly curbs developers from telling users about other, cheaper payment methods. And it will also investigate whether Apple unfairly blocks other providers from using tap-and-go functionality on iPhones.Just four years after hitting Apple with a record 13 billion-euro ($14.7 billion) tax bill, Vestager is pivoting to the company’s business behavior. It’s the latest in a growing list of EU probes into Silicon Valley, which have led to criticism from U.S. President Donald Trump and complaints about how tighter EU regulation is trying to tie down American companies.The case is likely to be “big, complex and sophisticated” as the EU seeks to test new ideas on how some firms play a gatekeeper role for entire industries, said Nicolas Petit, a law professor at the University of Liege.Apple said that the EU is responding to complaints from rivals that “simply want a free ride, and don’t want to play by the same rules as everyone else.”“It’s disappointing the European Commission is advancing baseless complaints from a handful of companies,” Apple said in a statement. “At the end of the day, our goal is simple: for our customers to have access to the best app or service of their choice, in a safe and secure environment.”Shares of Cupertino, California-based Apple rose 1.6% to $348.59 in New York trading Tuesday morning. Chief Executive Officer Tim Cook has previously called Vestager’s decision in the tax case “political crap” in a longer battle over how digital giants should be taxed in Europe.Spotify Technology SA last year complained that Apple unfairly squeezes its music streaming service with ever-changing rules and a large cut of sales on the app store. Spotify said the EU investigations made it “a good day for consumers.”Apple Keeps Payments Tech for Itself and Europe Has Had EnoughThe latest EU probes target a strategic area for company, which has gradually shifted focus from hardware to subscription-based services like Apple TV and Apple Music in search for other revenue streams. For the 2019 fiscal year ending September 28, 2019, revenues for Apple’s services grew 16% to $46.3 billion but they but they were still a fraction of its overall sales of $260.2 billion.EU scrutiny of Apple’s businesses could widen. Regulators continue to look at parental control apps as well as gaming apps.Ultimately, the EU may seek to give breathing space to companies facing pressure from tech giants as they expand into new areas, he said.“The long game of European competition enforcers is to leave enough economic value on the table for smaller players” such as online merchants, app makers and news publishers, Petit said.For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.;Tue, 16 Jun 2020 16:04:08 +0000;AAPL_2020-06-16;0.9409;0.0
1006cabd-8217-31a2-afca-cac1f7215886;AAPL;Over Half a Trillion Dollars Was Spent on Apple's App Store Last Year;The tech giant's app ecosystem had a huge year in 2019, but the company only received a commission on a small percentage of sales.;Tue, 16 Jun 2020 15:54:09 +0000;AAPL_2020-06-16;0.1655;0.0
6391a385-2209-3340-970e-372832ead72d;AAPL;Bahrain, Kuwait Virus Apps Endanger Privacy, Amnesty Says;(Bloomberg) -- Contact-tracing apps rolled out by Bahrain, Kuwait and Norway to track the spread of the coronavirus have endangered the privacy and security of hundreds of thousands of people by marking users’ locations in real time, human rights group Amnesty International said.Bahrain’s “BeAware Bahrain”, Kuwait’s “Shlonik” and Norway’s “Smittestopp” apps stood out as some of “the most alarming mass surveillance tools” in an analysis of 11 apps across Europe, the Middle East and Africa, the group said. The survey was carried out by Amnesty’s Security Lab, which conducts technical investigations into cyber-attacks against civil society.The three apps frequently capture users’ GPS location data and upload it to a central government database, effectively tracking users’ movements as they happen, Amnesty said. The location information can be easily linked to an individual given that users are required to sign up to the app with a national ID number in Bahrain and Kuwait and with a valid phone number in Norway.“Bahrain, Kuwait and Norway are running roughshod over people’s privacy, with highly invasive surveillance tools which go far beyond what is justified in efforts to tackle Covid-19,” said Claudio Guarnieri, head of Amnesty International’s Security Lab. “These governments must immediately halt the use of such intrusive apps in their current form.”A representative Kuwait didn’t immediately comment late Monday. Amnesty said it notified authorities in the three countries of its findings ahead of publication of the report.“The ‘BeAware’ app was designed for the sole purpose of advancing contact tracing efforts and saving lives,” a Bahraini government spokesperson said. “It is an entirely voluntary opt-in app, available free of charge on iOS and Android, and all users are informed of its use of GPS software before downloading.”Bahrain said that users who aren’t under quarantine or mandatory self-isolation orders can turn off the GPS feature of the app, which it said has contributed to a low death rate from the virus.Norway“Downloading the app is completely voluntary. Many people download apps that store sensitive information centrally and that’s used for commercial purposes,” Norway’s Health Minister Bent Hoie said in an email. “‘Smittestopp’ is an app that’s used and owned by society to fight a pandemic.”Hoie had responded to Amnesty in a letter dated June 12 defending the app, which he said followed the European General Data Protection Regulation as well as local privacy-protection rules and was crucial in fighting the spread of Covid-19 and preventing a longer lockdown.Still, the Norwegian Institute of Public Health on Monday had already halted the use of its mobile phone tool and deleted all the data it had collected after the country’s data protection authority warned it would temporarily ban the processing of personal information associated with the app.The Norwegian watchdog also questioned how useful the app is given its low usage and also warned that pairing Bluetooth technology for contact detection with location data for analysis went too far.Hoie said in the letter that the public health authorities were investigating some of the issues that Amnesty had brought up and had reduced the amount of time data would be stored to 10 days from 30.Amnesty said both the Bahraini and Kuwaiti apps can pair with a Bluetooth bracelet used to enforce quarantine measures by ensuring the user remains near their phone. The Kuwait app regularly checks the distance between the bracelet and the device, uploading location data every 10 minutes to a central server, the group said. In Bahrain, users registered for home quarantine who don’t wear the bracelet face fines or imprisonment, it added.Governments around the world have developed mobile apps to trace possible infections of the coronavirus, alerting users when they may have been near someone infectious. Authorities say the tools can help track and contain any resurgent outbreaks of the virus.But since their inception, contact-tracing apps have raised concerns about their potential to infringe on people’s rights to privacy by collecting sensitive data about location, health and information about who people interact with.Read more: Coronavirus Newsletter: Protecting Privacy in a PandemicAmnesty said it chose not to analyze apps that are based on a decentralized system, which is supported by a joint tool developed by Apple Inc. and Alphabet Inc.’s Google. It said such apps, which store data on people’s phones instead of on government servers, tend to be less concerning from a privacy perspective.(Adds Bahrain’s comment starting in the sixth paragraph)For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.;Tue, 16 Jun 2020 15:27:07 +0000;AAPL_2020-06-16;0.946;0.0
236d8613-d4e0-3e7e-bc73-612ed28498f5;SHOP;Shopify (SHOP) Gains But Lags Market: What You Should Know;In the latest trading session, Shopify (SHOP) closed at $805.76, marking a +0.04% move from the previous day.;Tue, 16 Jun 2020 21:45:09 +0000;SHOP_2020-06-16;0.0;-0.0258
b962702e-a62d-3beb-8790-e6aa629c5760;SHOP;E-Commerce Sales Surged 78% in May: These 3 Stocks Could Be the Biggest Winners;The amount that U.S. shoppers spent online during the first two full months of the COVID-19 pandemic surpassed their online spending for the 2019 holiday shopping season.;Tue, 16 Jun 2020 16:45:00 +0000;SHOP_2020-06-16;0.4019;0.4767
74ee4374-156a-3cc8-acbe-f8aa17cb4448;SHOP;Shopify (SHOP) Up on Walmart Deal, Takes the Fight to Amazon;Shopify (SHOP) aims to challenge Amazon, by partnering the latter's closest competitor in the retail domain, Walmart.;Tue, 16 Jun 2020 15:53:03 +0000;SHOP_2020-06-16;0.25;-0.2263
4e6a6c06-c180-3893-b320-f45c6129e370;SHOP;Walmart's Tapping Shopify Sellers to Compete With Amazon;Walmart (NYSE: WMT) and Shopify (NYSE: SHOP) are teaming up to give select Shopify sellers the ability to list items on Walmart.com.  Walmart's online marketplace is growing quickly -- faster than the 74% overall growth in Walmart's overall e-commerce business last quarter -- but it still trails Amazon (NASDAQ: AMZN) by a wide margin.  Adding top Shopify sellers could help sustain the rapid growth for Walmart, which is essential for turning its e-commerce operations profitable.;Tue, 16 Jun 2020 15:45:00 +0000;SHOP_2020-06-16;0.9437;0.1779
30403ae1-7843-3670-b028-20d4a387c1f0;SHOP;Walmart Has a New Ally in Shopify. Watch Out Amazon.;Walmart is teaming up with Shopify in a deal that could ultimately bring more than a thousand new merchants to the retail giant’s marketplace.;Tue, 16 Jun 2020 14:19:00 +0000;SHOP_2020-06-16;0.0;0.1779
98e0b66f-3a4c-35de-83dd-08e25f4446cc;SHOP;Walmart Ups E-Commerce Game Again, Adds Shopify to Marketplace;Walmart (WMT) joins forces with Shopify to strengthen its marketplace. It anticipates adding 1,200 Shopify sellers to its marketplace this year.;Tue, 16 Jun 2020 13:55:01 +0000;SHOP_2020-06-16;0.3182;0.0
52977a12-c446-3d19-85dc-ec38e2470c82;SHOP;Shopify Partners With Walmart. Can They Take Down Amazon?;Just weeks after teaming up with Facebook to launch Facebook Shops, Shopify (NYSE: SHOP) has nabbed another titan of industry in its quest to take on Amazon (NASDAQ: AMZN) in e-commerce.  The cloud-based e-commerce software maker is partnering with Walmart (NYSE: WMT) to help the world's largest retailer beef up its e-commerce marketplace.  In an announcement, Walmart said that it would be adding 1,200 small-and-medium-sized Shopfiy sellers to its marketplace this year in order to expand selection and variety.;Tue, 16 Jun 2020 13:31:00 +0000;SHOP_2020-06-16;0.6908;0.1779
11665975-c2a0-3128-9d37-3205ce17a38b;SHOP;Shopify and Walmart Team Up to Take On Amazon;Canadian e-commerce specialist Shopify (NYSE: SHOP) keeps saying that it isn't trying to compete directly with Amazon.com (NASDAQ: AMZN), yet it continues to make moves that increasingly put the company on a collision course with The Everything Store -- including the recent launch of the Shop app, which helps users discover merchant stores on the Shopify platform.  In a potentially game-changing deal announced earlier this week, Shopify said it is partnering with one of Amazon's biggest rivals: Walmart (NYSE: WMT).  Walmart has been aggressively ramping up its e-commerce ambitions in recent years in an effort to chip away at Amazon's e-commerce market share while expanding its own.;Tue, 16 Jun 2020 13:30:00 +0000;SHOP_2020-06-16;0.0;0.1779
23699ab8-58a3-3cb8-a52c-a6345aebdedf;SHOP;Fastly Could Be the Biggest Winner From Shopify's Deal With Walmart;Shopify (NYSE: SHOP) is on a roll.  Just weeks after announcing a deal to help power the back-office needs of Facebook's (NASDAQ: FB) new Shops platform, the e-commerce management provider has now inked a deal with Walmart (NYSE: WMT).  Merchants utilizing Shopify's platform can now integrate their businesses with Walmart Marketplace, a site catering to third parties looking to sell online.;Tue, 16 Jun 2020 13:00:45 +0000;SHOP_2020-06-16;0.6597;0.5859
686d2375-10a8-314b-8a18-886b087a79b3;SHOP;[video]Shopify's 'Rebels' Are Still Up Against a Formidable Empire in Amazon;While Shopify's platform and partnerships make it a disruptive force, Amazon Prime and Amazon's warehouse and logistics infrastructure are still one of a kind.;Tue, 16 Jun 2020 10:08:00 +0000;SHOP_2020-06-16;0.4215;0.1779
01a452d6-d2fb-3dc2-b651-d0687e687eff;SHOP;Dow closes 158 points higher after Fed further eases path for big corporations to borrow during pandemic;U.S. stock benchmarks closed higher Monday, staging a major comeback in afternoon trade, after the Federal Reserve announced further steps to keep big businesses flush with credit during the pandemic, amid signs of a resurgence of the deadly COVID-19 pandemic in parts of the world.;Mon, 15 Jun 2020 20:59:00 +0000;SHOP_2020-06-15;0.3818;0.3182
521ad583-f9f6-30b9-94a1-cae89e5d479d;SHOP;Shopify Stock Jumps On Walmart Deal, Retailer Expands Merchant Base;Shopify stock surged on Monday after it inked an e-commerce deal with retail giant Walmart. Shopify's 1,200 merchant customers will sell their products on Walmart.com under the deal.;Mon, 15 Jun 2020 20:29:24 +0000;SHOP_2020-06-15;0.0;0.1027
02a1e776-d8a9-3b26-9123-b1afd3516835;SHOP;Piper Sandler upgrades Shopify, estimates revenue could quadruple by 2025;On Monday, Piper Sandler’s senior research analyst and managing director Brent Bracelin upgraded shares of Shopify from neutral to overweight on what he calls the ‘Great Digital Awakening’ thesis. The call comes as Walmart announced a partnership with the e-commerce site to expand its online marketplace. Brent Bracelin joins The Final Round to discuss the bullish call, as well as what the Walmart-Shopify deal means for e-commerce.;Mon, 15 Jun 2020 20:12:23 +0000;SHOP_2020-06-15;0.4767;0.0
80bcf58b-d860-3b41-bef8-9934c7c191c6;SHOP;Walmart, Shopify partner to expand online business;Yahoo Finance’s Dan Howley joins Melody Hahm to discuss how Walmart is teaming up with Shopify in an effort to expand its online business as more Americans are staying home due to the coronavirus.;Mon, 15 Jun 2020 19:17:33 +0000;SHOP_2020-06-15;0.3182;0.3182
f8b69629-e360-34f5-aa56-52d842620245;SHOP;Will Shopify Quadruple Sales By 2025?;The stock scored an upgraded on the strength of its platform sales and its partnership with Walmart.;Mon, 15 Jun 2020 18:33:00 +0000;SHOP_2020-06-15;0.4939;0.0
0db60df0-6005-3065-b220-9f300408dd04;SHOP;Amazon Faces a Sharp Challenge From Walmart and Shopify;(Bloomberg Opinion) -- If you’re going to take on a giant like Amazon.com Inc., it helps to have partners. Shopify Inc. just got a big one.Walmart Inc. said on Monday that it has partnered with e-commerce store software company Shopify Inc., offering its third-party marketplace as a channel for the upstart’s merchant base. Walmart executive Jeff Clementz told Bloomberg News the retailer plans to add 1,200 Shopify sellers this year, citing recent positive results from a test trial. He also expects thousands of Shopify merchants to be integrated onto the retailer’s marketplace over time. The executive said it will focus on adding U.S.-based small and medium businesses with good records of customer satisfaction to its platform that can also complement its current product assortment. On Monday, Shopify’s stock rose 5%, while Walmart shares were roughly flat.The announcement adds another major player to Shopify’s growing alliance against Amazon.com Inc.’s e-commerce dominance. Last month, I wrote how Shopify CEO Tobi Lutke has often said his company’s goal was to “arm the rebels” against the Amazon empire. The Walmart deal comes just weeks after Shopify signed a partnership with Facebook Inc. that allows Shopify’s merchants to sell on the social-media giant’s platforms under the newly launched Facebook Shops initiative. Before these moves, the aggregated online sales of Shopify’s U.S. customer base already ranked as the second-largest in the country after Amazon, according to the company. And now with Walmart on board and the expanded deal with Facebook, they mark significant steps to expand Shopify’s eco-system, making its platform a more viable and an attractive alternative to sellers. The battle for e-commerce leadership is especially important given the industry’s soaring sales in the era of Covid-19. Last month, Morgan Stanley analyst Brian Nowak said the trend toward e-commerce has been pulled forward by two years as consumers are preferring shopping online versus risking infection inside physical stores. Nowak predicts e-commerce penetration of U.S. retail sales will surge this year, rising to 23% versus 18% in 2019. In recent weeks, credit-card spending data for online shopping has stayed robust even as more states have re-opened their economies, pointing to a permanent shift of shopping behavior.The slew of Shopify partnerships may be coming at the right time for another reason as well: Amazon is increasingly getting scrutinized over its competitive practices. In April, The Wall Street Journal reported that Amazon employees used third-party seller data to develop its own competing products, actions the company has explicitly promised it wouldn’t do. And last week, Bloomberg News reported the European Union is preparing a formal complaint against Amazon, alleging the tech giant may be misusing data from third-party sellers on its platform.With more big players coalescing under Shopify’s banner, Amazon may finally be getting some serious competition in the e-commerce space. In turn, it will likely spur Amazon to do better, which is good news for all parties.This column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.Tae Kim is a Bloomberg Opinion columnist covering technology. He previously covered technology for Barron's, following an earlier career as an equity analyst.For more articles like this, please visit us at bloomberg.com/opinionSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.;Mon, 15 Jun 2020 18:09:02 +0000;SHOP_2020-06-15;0.9929;0.25
